price,title,upc
17.44,The Stranger,f5a92cff83897d48
42.15,The Vacationers,fd3a622648667296
12.61,The Third Wave: An Entrepreneur’s Vision of the Future,3bebf34ee9330cbd
24.12,The Wedding Dress,623e1a180426039b
59.64,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,de3f25248ba0789f
58.08,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,37c0cb19713d8dda
52.72,Thirteen Reasons Why,bc2a85fd35fdc7bd
35.07,Throne of Glass (Throne of Glass #1),590a9cccf7db9f7d
41.6,Tracing Numbers on a Train,d7d6d50c1e3d0b81
54.0,(Un)Qualified: How God Uses Broken People to Do Big Things,e4ac92d89b946781
43.3,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",9270575728a13a61
21.04,Tuesday Nights in 1980,b8736690cf263a3c
52.37,A Court of Thorns and Roses (A Court of Thorns and Roses #1),01d2001ac1e6f8a3
21.87,You Are What You Love: The Spiritual Power of Habit,796c87ddbbaaf8c5
28.13,A Fierce and Subtle Poison,842790dfaa937484
55.53,A Flight of Arrows (The Pathfinders #2),3a6fb983e2554023
16.64,A Murder in Time,f733e8c19d40ec2e
56.76,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",8a380641491d43ed
42.95,A World of Flavor: Your Gluten Free Passport,70ed59f194b3c556
23.15,The Emerald Mystery,d6670dfe3e7b42bd
30.81,Algorithms to Live By: The Computer Science of Human Decisions,38d45839cb1c83c1
41.25,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,96a38e7c813d8f1d
55.02,The Girl on the Train,e956d67c9bcc5809
17.24,The Genius of Birds,42d0d7c92b75fc1c
44.28,The Glittering Court (The Glittering Court #1),2dbb7ec08cdd7f3c
36.95,The House by the Lake,9287e238d7c3b06e
41.82,The Kite Runner,eac1a180047ad54e
10.97,The Long Shadow of Small Ghosts: Murder and Memory in an American City,abeafe151a587d3b
37.6,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,e28e330cbdf01126
43.29,The Mistake (Off-Campus #2),99ff4cc6491e8f5c
55.85,The Matchmaker's Playbook (Wingmen Inc. #1),08db62f24627e71f
44.1,The Murder of Roger Ackroyd (Hercule Poirot #4),c7b5183f4d1d4efe
37.34,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,e4c7f3487d17fd42
43.54,The Power of Now: A Guide to Spiritual Enlightenment,8ec14b1576cb7cb5
10.65,The Project,790ef197c8f236f5
38.21,The Omnivore's Dilemma: A Natural History of Four Meals,209adad1015af86f
36.0,The Psychopath Test: A Journey Through the Madness Industry,e98a4efa85070c2f
51.36,The Regional Office Is Under Attack!,0651062381f0636a
27.37,The Secret (The Secret #1),961f18db4f138211
33.14,The Shadow Hero (The Shadow Hero),d6361d16212664ed
14.19,Poems That Make Grown Women Cry,31001a1210623bd4
41.05,Night Sky with Exit Wounds,cfeb1e1e0e695b58
38.28,"Nightingale, Sing",50b8f80311b31ede
30.25,Mrs. Houdini,a40723994f715420
20.47,Redeeming Love,b53db2271c9624f7
41.06,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,d9c643fa1fc57bdb
36.94,Romero and Juliet: A Tragic Tale of Love and Zombies,e656e280bc8edd56
43.55,Scarlett Epstein Hates It Here,1c929cfd16b71907
29.06,"Shobu Samurai, Project Aryoku (#3)",0c27e6c3744fc14b
20.27,Secrets and Lace (Fatal Hearts #1),ad04ad9fc179fc5d
12.23,So You've Been Publicly Shamed,1b33663ad7b95fd8
23.99,Shoe Dog: A Memoir by the Creator of NIKE,0e0dcc3339602b28
16.24,Something More Than This,ca71e72655bece85
26.12,Soft Apocalypse,2a70769cdc6eb8b8
55.99,Suddenly in Love (Lake Haven #1),203b7f94b7d6115f
27.55,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,56e4f9eab2e8e674
33.34,The Art of War,e7469e22b5bfb3e7
10.93,The Argonauts,c99761a700ade23f
32.0,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,efc3768127714ec3
38.49,The Artist's Way: A Spiritual Path to Higher Creativity,dd047728de72ad62
42.16,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",46c1530d7546ea6d
35.61,Doing It Over (Most Likely To #1),3a11bb962ff45b78
37.72,Done Rubbed Out (Reightman & Bailey #1),f6d967cdadc6fbd9
54.59,Eureka Trivia 6.0,29c0025455f8c585
34.95,Drive: The Surprising Truth About What Motivates Us,6ffb36aaeff1c81e
41.62,"Fables, Vol. 1: Legends in Exile (Fables #1)",65d034adf80834b7
53.53,Finders Keepers (Bill Hodges Trilogy #2),edb3097e71330040
29.0,First Steps for New Christians (Print Edition),2f88b08bf0a0e367
21.36,Follow You Home,8585760646e3aa2a
29.99,Frostbite (Vampire Academy #2),116a2fdc9a45bab0
49.43,Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,ce60436f52c5ee68
42.98,Hollow City (Miss Peregrine’s Peculiar Children #2),4ce91d31c1e57c33
22.16,Grumbles,d163dd6c352fbcd2
57.36,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,fd8585283fc7d2d7
19.15,Large Print Heart of the Pride,c1afd71fc86bf682
48.56,Library of Souls (Miss Peregrine’s Peculiar Children #3),ba54932df84e8cea
13.47,Little Red,4aa03792b50f0b22
16.85,Louisa: The Extraordinary Life of Mrs. Adams,d69dd8dac66f9f84
10.76,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),af96613fdd793a3c
28.26,Modern Romance,caf4fe9311f1dc59
14.36,Wild Swans,3fb15ace50d6142b
37.34,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",047097293bb4d1c0
52.65,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,2b5054a4192e9b06
43.61,You (You #1),024387ca4cafd5cc
24.7,Zealot: The Life and Times of Jesus of Nazareth,dd5bfa6cc2c0ecc3
50.54,Amatus,ffd54178acc9a6a5
12.51,Agnostic: A Spirited Manifesto,d195e7f4ed697350
18.46,Amy Meets the Saints and Sages,7ebfa6c1bee69e1e
36.58,Amid the Chaos,bb8245f52c7cce8f
46.82,Anonymous,d24b829be2ca81c4
15.48,Ayumi's Violin,05f7c6d9a4e582d3
15.38,Batman: The Dark Knight Returns (Batman),47271d8e08b5d31c
11.11,Beauty Restored (Riley Family Legacy Novellas #3),3f69e667a67e54d9
36.5,Batman: The Long Halloween (Batman),7edc0527cf782e19
27.43,Becoming Wise: An Inquiry into the Mystery and Art of Living,919e7cb2269a25d2
37.8,Chasing Heaven: What Dying Taught Me About Living,513271dadc1322ae
30.8,Big Magic: Creative Living Beyond Fear,1f329c2e7d7de8bd
49.46,Close to You,a57b1dcbd6849222
19.43,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",3b9a3b4624b7fd6d
19.19,Dark Notes,88c21fcd38e2486e
37.4,The Song of Achilles,e88fb1c9397cfb27
54.04,The Rosie Project (Don Tillman #1),012094e90a4b908d
44.48,The Songs of the Gods,00c4543ec6bd25b4
46.02,The Star-Touched Queen,1528279aec1f3dce
52.67,The Testament of Mary,081305e6df719dff
27.88,The Time Keeper,e9906e2f0d189745
32.61,The Wedding Pact (The O'Malleys #2),c5cb9f885d8b3621
25.91,The White Queen (The Cousins' War #1),6875c5657661b2fb
56.8,The Wright Brothers,08b2f71d93836313
43.04,The Year of Magical Thinking,34c0d7c4ee5650af
25.38,Through the Woods,6e44bcbeac7f4360
27.12,This Is Where It Ends,f0f38174a7e689a3
22.08,Twenty Yawns,1d6443ffba9dfd80
45.95,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",76c84daa539426e2
46.31,Until Friday Night (The Field Party #1),aba2db9afb1469c7
19.6,What's It Like in Space?: Stories from Astronauts Who've Been There,6fd646a334e6e133
12.96,Walt Disney's Alice in Wonderland,6a31307a81e8f3a8
53.9,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",92275cedf6d8ee15
45.21,Take Me with You,2c04320e110a14a3
37.1,V for Vendetta (V for Vendetta Complete),4a1debca3135ff37
10.69,Tastes Like Fear (DI Marnie Rome #3),2d1e337aaf341858
38.2,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,44a10f1ac8ce822e
13.92,That Darkness (Gardiner and Renner #1),0c7b9cf2b7662b65
39.24,The 14th Colony (Cotton Malone #11),1b8187fa4bf6ab05
44.73,The Bane Chronicles (The Bane Chronicles #1-11),dc6f688b82e42a5b
25.85,The First Hostage (J.B. Collins #2),a86972014275e072
48.78,The Dovekeepers,3d76bc83c6b644c9
15.77,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,923831a05c9f91f7
35.35,The Darkest Lie,6edacfd1f8ebb9eb
13.82,The Guilty (Will Robie #4),847935fc68707426
28.77,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,ddc8340dabc8641b
40.67,The Immortal Life of Henrietta Lacks,f72f61ad6a5f12ed
52.26,The Hidden Oracle (The Trials of Apollo #1),992974ba6a0536ea
17.43,The Literature Book (Big Ideas Simply Explained),4881cc53f6c8892f
54.21,The Last Mile (Amos Decker #2),3bc89353f7e3a3cc
44.07,The Long Haul (Diary of a Wimpy Kid #9),f21effc079a2b38a
23.4,The Loney,2d88a31f325dfd3b
10.4,The Lucifer Effect: Understanding How Good People Turn Evil,4e812d32d64e2431
28.08,The Marriage of Opposites,52cf2a5933ec5d8f
16.88,The Power of Habit: Why We Do What We Do in Life and Business,6bdd909329435e80
21.95,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,132ec5e8c984adef
11.83,Old School (Diary of a Wimpy Kid #10),02b74068fa98d8a4
38.39,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",71e36f33981ddb74
18.28,Once Was a Time,e34efcc824685332
52.15,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",8ecf0356a3878811
10.56,Pet Sematary,af58a74e4b2a23a0
50.89,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",aa35446aab16017f
23.57,Rain Fish,a6454e329f872b78
47.82,Robin War,85b2176b3b194030
46.78,salt.,86cbddb61ea78bb7
25.48,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",31e2e2d9cca3778f
55.84,Shtum,830fb3967c74866d
48.87,See America: A Celebration of Our National Parks & Treasured Sites,f9705c362f070608
35.43,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",394f6d30cafc3edb
52.79,Someone Like You (The Harrisons #2),a278db6b2b09cf9f
44.74,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,3edcccc4f341fb1a
39.5,Steve Jobs,95019eac1c0a052f
26.41,Still Life with Bread Crumbs,fe44cc816576c652
11.89,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),ac8e3949d284e9a9
45.58,Swell: A Year of Waves,4c8b7540409da4ac
47.02,"Hush, Hush (Hush, Hush #1)",6b6cd77fbc91b7a6
14.75,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",fbb21a2f71f4d981
10.6,I Am Pilgrim (Pilgrim #1),aeff7b87a8e83ebb
25.98,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,b8a8ff84233f0570
29.65,Island of Dragons (Unwanteds #7),2b52334fab158861
19.55,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",245e6bf08b8d2955
16.28,Lady Midnight (The Dark Artifices #1),708345c9897fd7c5
26.79,Let It Out: A Journey Through Journaling,1174156c4a0eccaa
46.91,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",17fb5a88180f9904
29.14,Looking for Lovely: Collecting the Moments that Matter,24af96df0bafb925
18.03,Love Is a Mix Tape (Music #1),adb5f51c2e2ab13f
51.51,Lowriders to the Center of the Earth (Lowriders in Space #2),a10c7515834240f3
49.83,Luckiest Girl Alive,d512871626a5e588
37.61,More Than Music (Chasing the Dream #1),47d47155e89c8be7
38.85,Made to Stick: Why Some Ideas Survive and Others Die,b96fc7a0ea7d4b45
53.95,Luis Paints the World,5b43cae640f2338a
28.9,Mr. Mercedes (Bill Hodges Trilogy #1),caa2e5b3fb1b2d4c
40.36,My Kind of Crazy,137b0b2775701e11
24.48,My Mrs. Brown,cc82685d9f49bc2c
41.56,My Name Is Lucy Barton,727bf2b86b19ad88
36.58,Daily Fantasy Sports,0e94a089328be4bc
25.01,Cometh the Hour (The Clifton Chronicles #6),28cf0d1c51b491e5
47.72,Crazy Love: Overwhelmed by a Relentless God,4b9d9cfe0f435788
11.21,Dear Mr. Knightley,94a958ea126cdcd5
37.51,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),3c6fe637a0180b01
55.35,Don't Get Caught,ad2887ce04583910
40.12,Doctor Sleep (The Shining #2),bf5de316a5e9a4ab
54.07,"Eat Fat, Get Thin",047dfa57ba0bf638
57.62,El Deafo,27c5968fe43cc06e
14.39,Eight Hundred Grapes,1d6dd0c87d90fe92
51.75,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",a01f6d368ef64dc5
27.09,Eligible (The Austen Project #4),9eaf58b03a2779cc
46.47,Every Last Word,a2bd4ca82d908442
49.05,Feathers: Displays of Brilliant Plumage,9194ae88379dbf1a
15.06,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",ac4dde0d1be05de0
45.84,Glory over Everything: Beyond The Kitchen House,de4b403cb629a29f
10.23,Greek Mythic History,f201f263d8c23f97
58.79,Hamilton: The Revolution,afa829857f82f99e
30.03,God: The Most Unpleasant Character in All Fiction,eec424a84c9e4c68
28.82,Hold Your Breath (Search and Rescue #1),0b165bd4b9f42fd5
51.48,Angels & Demons (Robert Langdon #1),ad41c24ccac0c7ce
34.2,Angels Walking (Angels Walking #1),1fbb5f786e53a0ce
28.01,Barefoot Contessa Back to Basics,999912e63a3262ae
32.01,Batman: Europa,bf68dcb5fad3cc8c
17.03,Balloon Animals,9b65f676984c9f0c
50.62,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,0e0da9192a025efc
58.14,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),41164b8ac02a2c42
48.8,Art Ops Vol. 1,ffdc825785c0ede8
46.23,Carrie,5f22418922fa728b
49.32,Brain on Fire: My Month of Madness,a80f66b254fe9eb3
31.85,"Carry On, Warrior: Thoughts on Life Unarmed",1b0fc9f777cad045
37.8,Buying In: The Secret Dialogue Between What We Buy and Who We Are,16ef91b9d827859c
50.83,Catching Jordan (Hundred Oaks),e2e7b683b4c15b7d
47.27,City of Ashes (The Mortal Instruments #2),8a6ec2761f91dad2
43.28,City of Bones (The Mortal Instruments #1),5b987e54ee72525c
20.29,Cell,bfbb54bc8cdeed2b
11.23,City of Fallen Angels (The Mortal Instruments #4),1e264c677d4ee4ae
44.14,Clockwork Angel (The Infernal Devices #1),42b0c50fc44140ec
56.02,City of Glass (The Mortal Instruments #3),966ebb738e0f9d9b
22.13,Code Name Verity (Code Name Verity #1),33a3e0e3ffde0dcd
46.29,The Silent Sister (Riley MacPherson #1),ce1ae197ada2aec4
32.3,The Star-Touched Queen,4a7a25be293ad678
37.55,Tipping Point for Planet Earth: How Close Are We to the Edge?,148715df5a02ea5e
11.53,My Kitchen Year: 136 Recipes That Saved My Life,8bbd7df8a324f31d
27.06,13 Hours: The Inside Account of What Really Happened In Benghazi,4be9d1910f8a4e80
13.86,Will You Won't You Want Me?,077b635ff2afc578
37.86,Rook,44d97b6707dae3f0
38.73,Searching for Meaning in Gailana,2f0213137a80d485
55.51,A Brush of Wings (Angels Walking #3),01a177623cce9596
21.8,1491: New Revelations of the Americas Before Columbus,6e8e5626ac4d279e
13.33,"The Three Searches, Meaning, and the Story",ac5e0d3938caf686
14.58,A Distant Mirror: The Calamitous 14th Century,d5e0526e1ab682a3
40.79,A People's History of the United States,1ad06aed9349af46
56.48,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",c1379d3744f1dd2c
39.72,A Man Called Ove,8682c03de6a844ff
16.73,A Study in Scarlet (Sherlock Holmes #1),63ee5bc46066a8a8
48.35,A Time of Torment (Charlie Parker #14),4416c474713ec1f5
10.9,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",5319169a72714c62
56.37,Abstract City,cf1aa2fc02a7d1e0
29.87,All the Light We Cannot See,39861fc1c0845d15
20.55,"Love, Lies and Spies",9546d537fbf99eb6
58.32,How to Speak Golf: An Illustrated Guide to Links Lingo,b978c9852cde91bd
35.28,Most Wanted,c039f5aceb093537
54.36,Murder at the 42nd Street Library (Raymond Ambler #1),e7fe3bf2768602cf
15.71,One with You (Crossfire #5),81ef44fcc5f454df
54.65,No Love Allowed (Dodge Cove #1),db84624b151cbe06
26.8,Poisonous (Max Revere Novels #3),abdd91e96515a617
36.97,Psycho: Sanitarium (Psycho #1.5),b8d7b3f5c7a95d65
43.14,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,8976d9161c027142
49.67,Raspberry Pi Electronics Projects for the Evil Genius,ebf81a62e4798fd1
48.05,Stars Above (The Lunar Chronicles #4.5),b63ea3f7a57ae099
21.21,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,f40fea200e0c644f
59.9,The Diary of a Young Girl,54fc03f1e1d355db
11.88,The Children,64fd010bf8d15096
56.54,The Dinner Party,c6ca293d4810e0d5
14.44,The Epidemic (The Program 0.6),f732d7d18a91d2ba
39.43,The Golden Condom: And Other Essays on Love Lost and Found,235fa48eeed11d82
59.15,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,3063c7e95d0bf76f
47.67,Off the Hook (Fishing for Trouble #1),b783ce08802cd1d1
26.2,The Midnight Watch: A Novel of the Titanic and the Californian,14e44163678e24dc
33.26,The Lonely City: Adventures in the Art of Being Alone,582a21a1dbbef3cf
13.71,Playing with Fire,05a61a3bd8ca4149
